text,rating,polarity_score,polarity
bagusssssss,5,0,neutral
bantu komunikasi langsung kabar berita apa,5,3,positive
guna,5,1,positive
ajah,5,0,neutral
daftar susahtolong ganti verifikasi via no hpsend code otp,1,4,positive
su asu asulo dongdot turun nyesel,1,-4,negative
mantul,5,0,neutral
the server really bad,2,-4,negative
semangat pagi optimis pesimis keluarga yte team indonesia bentuk trobosan tingkat finansial akurat padat percaya aman boyadi banyuwangi ambil trobosan tingkat finansial karena dampak covit luluh lantah ekonomi rakyat indonesia solusi program modal resiko hasil aman silah simak,5,26,positive
mks,5,0,neutral
,4,0,neutral
go a head go success,4,0,neutral
goodmantapss,5,0,neutral
good,5,5,positive
pandang belah mata kaya cantik smart panggil profesional bom kenal karya pandang emanng pilih usaha daftar linked kasi org lulus nyari kerja tp pernah neg lirik kecewa kecewwaaaa,1,7,positive
bugs samsung s update tolong bantu,2,6,positive
bikin kesel susah,1,-8,negative
mudah ketimbang web dukung bahasa indonesia,5,4,positive
good opturnity,5,5,positive
hallo team dev verifikasi rubah recaptcha langkah verifikasi paham manusia normal hatur nuhun,1,13,positive
crane operator,5,0,neutral
,1,0,neutral
hubung orangorang hubung peluang mudah hubung orangorang halhal hidup profesional bangun kembang jaring profesional baca berita bisnis industri baru temu kerja impi profil hanya neg resume profesional capai karier bar,5,22,positive
is the best,5,0,neutral
guna batu kalang usaha,5,4,positive
hubung relasi info job,5,1,positive
tau,1,-4,negative
maju sukses pln pondok kopi tema teman tanbahan kerja luar,3,5,positive
very cool,5,2,positive
bantu,2,3,positive
simple,5,3,positive
well done,5,0,neutral
bener neee,2,3,positive
wellhead x mastree,5,0,neutral
agama rukun agama mental spiritual,2,-6,negative
moga segera aamiin,5,6,positive
bagus media informasi,4,4,positive
easy connecting relation so many networking good experiance,5,5,positive
jaring bagus susah update jelas neg,1,3,positive
ajar bisnis penggalama,1,4,positive
daftar member terdadtarno id kirim,4,3,positive
pikir positif cool,5,7,positive
bagus kalk,5,2,positive
mudah lowker baru,4,4,positive
koneksi bisnis bagus,5,7,positive
,5,0,neutral
mudah mudah iny bantu sya habis phk hiks hiks,5,14,positive
bingung,1,0,neutral
jalan bisnis talk fusion enak perlu neg jual produkkerjanya rumah dapat dolar menit,4,16,positive
jelasbaru neg kasi aman salah salah cari kerja nebak bikin manfaat lh gblk,1,-11,negative
ragu ragu bawa bank mandiri nunggu panggil takut tipu,2,-7,negative
there are many job that shown on there thanks for linkin made this,5,3,positive
selamat siang development komplain kait nonaktif sebab neg verifikasi identitas mohon bantu proses buka tks,4,18,positive
nice info,5,1,positive
guna banget,5,2,positive
bermanfaatttttt,5,0,neutral
mantap mak yus,4,5,positive
,5,0,neutral
hasil kolaborasi facebook jobstreet moga depan fiturfitur dukung laksana sourcing proses rekrutmen karyawan,5,12,positive
bantu bidang luas jejaring sosial negerithank you,4,10,positive
paham,2,0,neutral
cacat verifikasi gambar dah salah dah nyoba pakek hp tetep salah baik verifikasi gambar,1,-12,negative
bisa neg,1,0,neutral
jelas neg aplikasi pas masuk pake gmail bisa neg verifikasi nyoba x nebak gambar salah pas make nomor coba langsung masuk pas suruh ngirim kode kirim masuk kode eh kayak gitu mesti ngirim ulang kode,2,-15,negative
lancar,4,4,positive
himo ooloooolol oll,2,0,neutral
i hope make better,5,2,positive
wwconm moktar,5,0,neutral
bagussangat bantu,5,3,positive
rumit,1,-5,negative
manusia bikin gw puyeng mo muntah manusia gak neg masuk akal,1,-4,negative
kocak ngasih neg kode verif cocok,1,2,positive
senang dgn linked tambah informasi sahabat,5,14,positive
great connect with professional,5,3,positive
down load mudah mudah,5,5,positive
bantu,5,3,positive
verivikasi gapernah bener,1,0,neutral
ribet daftar nyabaru nyari lowong kerja sulit ribet indonesia,1,-7,negative
mudah cari informasi bisnis kerja,5,8,positive
bantu pencaker,5,3,positive
untuk neg cari kerja aplikasi ilmu gantung bagaimna mnggunakan cari relasi,5,-4,negative
valuable,5,0,neutral
mantap bantu,3,8,positive
kontraktor,5,0,neutral
good,2,5,positive
susah,2,-3,negative
cari jamin god luck me,3,-4,negative
waras,5,2,positive
bismillah moga izin allah antara cepat kerja amin,5,14,positive
google jobs,5,0,neutral
oke mantap jiwa,5,7,positive
kenal,5,3,positive
good aplication,4,5,positive
dasar gila verifikasi lucu bkin org emosi,1,9,positive
ok baggus,4,4,positive
dah uninstal periksa susah,1,-11,negative
sya panggil trimakasih tipu b panggil skali gagal hasil tanda real bantu cari kerja,1,3,positive
blum dapet kerja,3,4,positive
bantu saji pasar lowong kerja,4,9,positive
spider domino,1,0,neutral
terimakasih kasihini bantu,5,8,positive
buka web ngelink linked nyahadeh,1,3,positive
ok,5,4,positive
berhentimenutup paksa tekan tombol halaman posting sticky footer tingkat tika atas,3,-6,negative
tebak gambar bikin puyengdah gw manusia robot cari loker,2,5,positive
moga bantu ajar tahu digital,5,9,positive
bagus bantu,5,5,positive
moga cepat kerja seauai skil sya linkedln,5,6,positive
good looking for job,5,5,positive
bantu,5,3,positive
jalin kaca indah neg,5,3,positive
realisasi tk panen tgl div hk div hk div hk div hk total hkrealisasi tk panen tgl div hk div hk div hk div hk total hk,4,-3,negative
suka banget applikasih moga moga maju,5,6,positive
terang sulit masuk karna teka teki kodok,1,-3,negative
komonikasi info kerja,4,-1,negative
mantaps,5,0,neutral
tingkat,3,1,positive
very nice,4,4,positive
sep,5,0,neutral
pressurepro salam kenal,5,3,positive
susah verifikasinyagak,1,-3,negative
,5,0,neutral
susah banget masak nebak katak loker permaiann katak aneh,1,4,positive
cuman yanebak gambar salah,1,-2,negative
cek,3,-4,negative
bisa neg download apliksi ni,1,0,neutral
ngapain maen tebak tebak anj cari kerja maen neg game gw karna jelek,1,8,positive
luas angkasa,5,3,positive
lumayan bagus,5,3,positive
coba,5,2,positive
ux of latest version not too impressive on android if you on deep search and open a profile then tap x back you will back first result its annoying but overall i see some improvement on ui design,3,-3,negative
sekalj info loker,5,-3,negative
anjrsebenarnya zihgw kn apus gitu k pencet uinstal,5,-2,negative
okeeee,5,0,neutral
spesis offf,1,0,neutral
verifikasi nebak gambar pas step akhir salah coba kali step gagal rekomendasi neg aplikasi kecewa,1,-5,negative
this media add more infornations especially which are correlated with my science and experience background,5,0,neutral
verifikasi bikin emosi jelas neg,1,4,positive
just like and more easy browse search job update,4,0,neutral
good the best application,5,5,positive
dukung,5,4,positive
butuh kerja operator exca,5,-3,negative
update,5,0,neutral
lowong tipu banget hati hati guysss,1,5,positive
good for your businness,5,5,positive
tolong pakai gmail nggak update uninstal turus instal nggak,2,5,positive
moga manfaat tau butuh,5,-3,negative
cari berita lowong kerja,5,-5,negative
senang,5,5,positive
susah panggil interview,3,-4,negative
jelas neg verifikasi masuk nebak gambar hewan mending kasih kode captcha nebak gambar,1,3,positive
ok banget aplikasi,5,1,positive
guru sekolah,5,6,positive
bagi sedekah terima,5,4,positive
easy looking for the joband sharing with each other,5,3,positive
test,4,0,neutral
tahu neg,4,4,positive
bank syariah,5,0,neutral
this is awesome,5,0,neutral
update,5,0,neutral
bagus,1,2,positive
bagus,5,2,positive
markotop,5,0,neutral
hidup dam penintan ham,5,-1,negative
payaaaaahhhh bisa neg dr,1,0,neutral
mangapa install instal,5,0,neutral
mudah ber interaksi penjuru kawan,5,4,positive
moga manfaat hanya neg janji manis doang,5,9,positive
koneksi informasi manfaat,5,9,positive
bantu,4,3,positive
baik rusa mesin,3,3,positive
terimakasih coba,5,7,positive
bantu info job kerja terimakasih linkedln,5,7,positive
bisnis karir,5,3,positive
klo blh tau ap guna alpikasi hasil uang tunai,3,3,positive
manfaat mudah cari kerja,5,8,positive
jelas neg verifikasi aneh banget najis,1,2,positive
uploaded video bug proses uploading,1,1,positive
oiooolo,1,0,neutral
guna neg,1,1,positive
,4,0,neutral
guna tolong bina kawan,5,4,positive
rahayu mudana inengah,5,4,positive
hello im a user and have a problem when use it my internet connection stable but how could i cant see homepage even i cant search my friends profile or change my profile hope you fix this i knew it was hard cause im developer too,4,1,positive
bantu informasi lapang kerja,3,10,positive
mantap ne krn info x akurat,5,2,positive
saran tempat cv tolong usa neg baharu outomatis hapus,1,-1,negative
keren bagus,5,2,positive
mbantu dlm informasi,5,2,positive
mandor proyek rumah tinggalsaluran air alam th bidang proyek rumah tinggal,5,8,positive
bismillah moga kerja layak,5,10,positive
dpt kerja kah,5,2,positive
selau menjankan dua ada neg royalitas obsesi,5,6,positive
ceopendiri usaha startup,5,1,positive
dih login neg bbrpa gw lgsg kena suspend pdhl gw ada neg salah krna bikin bbrpa minggu dah males pake ribet,1,-17,negative
maantap,5,0,neutral
bagus,4,2,positive
bagus bngeett,5,2,positive
smoga cepat kerja sesuai alam kerja sysebagai groun stafporter trimakasih wassalam,5,16,positive
good saran verifikasi mode suara mudah gambar,5,15,positive
guna hanya neg jobseeker recruiter employee manfaat tambah wawas relasi,5,9,positive
meet people,5,0,neutral
goodjob,3,0,neutral
jalan peluang,5,0,neutral
yup,5,0,neutral
pokoke apik sippp,5,0,neutral
kur tau,1,-4,negative
bagus kasi jooooozzzz,5,-1,negative
daftar susah banget susah,1,-4,negative
jhosss,5,0,neutral
nice,5,4,positive
mitra logam,5,2,positive
terima,5,2,positive
bantu dukung,5,7,positive
mantab bagis,5,0,neutral
semangat,5,4,positive
fk tinjau lamar kerja bisa neg klik button tinjau guna neg sinyal mah emg rusak,1,1,positive
erasyus,4,0,neutral
tv na sional,1,0,neutral
bisa neg update,1,0,neutral
masuk verifikasi sulit,1,-3,negative
linkedn,5,0,neutral
asenliu,5,0,neutral
ok moga dapet kerja,5,9,positive
manfaat cari kerja,5,4,positive
bantu cari hubung,4,1,positive
f,4,0,neutral
torurism bromo destination,5,0,neutral
keren,5,0,neutral
guna aktif alhamdulillah puas,5,11,positive
logistik,5,0,neutral
aplikasi uninstal lg gara gambar badak hadap k susah msuk,1,-9,negative
good apshelping professional connect,5,5,positive
this is good but please fix bugs its really annoying after update why i cant open and always try again even i have good signal,3,2,positive
qhse,5,0,neutral
bantu hadir mudah mengupgrade membranding usaha,5,10,positive
terkadang buka terkadang bisa neg aneh seperti neg lancar lancar tangan kendala thanks,1,24,positive
bantu cari kerja,5,2,positive
bagi alam motivasi yukk kendor semangat kaya dermawan sukses takluk dunia,5,21,positive
mantap bosque,5,5,positive
bantu mendapatakan kandidat sesuai qualifikasi premium neg biaya langgan premium recruiiter,5,12,positive
cari kerja,5,-1,negative
thanks good,5,8,positive
toolpusher,5,0,neutral
luas jaring bisnis relasi moga depan langgan bayar mudah jangkau target luassalam sukses tim linkedln,5,19,positive
mudah,5,4,positive
mantap,5,5,positive
bagus pis,5,2,positive
kali daftar tp ituin gambar kali salah,1,-1,negative
hubung usaha kerja profesional,4,4,positive
god info,4,-3,negative
potensial individu luas network ilmu,5,7,positive
amin,5,3,positive
mekanik n security butuh kerja kembang tanam herbal jahe merah,4,6,positive
mohon bantu,5,5,positive
non aktif bisa neg,1,2,positive
mejadikan inspiratif peluang nyata,5,4,positive
gooddd,4,0,neutral
dandut,5,0,neutral
bajngan bikin verivikasi human ribet banget suruh milih gambar hewan ngadep atas pilih ngadep atas salah coba puluh kali salah bikin recaptcha bener,1,-18,negative
,3,0,neutral
oks,5,0,neutral
jelas neg foto profil edit logo eh tau hapus alas langgar hak cipta,1,-3,negative
gbs posting,5,-2,negative
,5,0,neutral
daftar usaha menyakinkaneh tahu pesan wa panggil ujung yayasan bilang yayasan neg duit,3,4,positive
apps bagus,5,2,positive
syukron,5,0,neutral
terimakasih bermamfaat,5,5,positive
habis update error bisa neg buka mohon baik,1,6,positive
manfaat,5,5,positive
goood,5,0,neutral
moga bantu cari kerja,5,3,positive
manfaat,5,5,positive
bantu informasi kerja,5,7,positive
linkdeln bantu kembang bisnis makan online,5,10,positive
jelek pas buka layar putih,1,-3,negative
mantap penuh info akurat,4,2,positive
sistem kerja tarik berani jalin relasi jaring online google keep improving yourself,4,6,positive
ad,2,0,neutral
exited,5,0,neutral
berak kerja bayar bulan gila saraff,1,1,positive
very good,4,5,positive
oke,4,2,positive
ok,5,4,positive
good aply,4,5,positive
terimakasihbanyak manfaat,5,5,positive
meet people around the world with the many type of job the got just good,5,2,positive
ttor,1,0,neutral
ok banget,5,5,positive
helpfully for job seekers,5,0,neutral
ytunnel,5,0,neutral
luas jaring looker lebih bagus,5,9,positive
bagus,5,2,positive
bagus,4,2,positive
maaf,4,2,positive
manfaat hebat dalam,5,8,positive
dl qu,3,0,neutral
manfaat,5,5,positive
mohon maaf langgan linklendl batalkankarena usaha jalan neg macet mohon maaf terima informasi sugi,5,15,positive
vangke verifikasi gambar gua masuk neg akses gw verifikasi bener,1,1,positive
tolong kembali bisa neg akses tolong tolong proses kembali normal,3,13,positive
bagus,5,2,positive
error bisa neg status,1,-5,negative
applikasih bermamfaat trima,5,1,positive
bantu cari relasi,5,3,positive
beneran linkedln asli kah bisa neg masuk takut data disalahgunakan kirim ktp,1,2,positive
baik cari kerja berbagiinformasi kerja,5,4,positive
bagus,5,2,positive
ee e eee e ee e e r e ddre e reee ee e e e r er dddeddr dd r rr r de f umah dvrrrr r divre drrr f qqqqqq qrfr de f qr qt,4,0,neutral
tebak gambar susah jelas neg jelek,1,-2,negative
ada neg kendala daftar,5,5,positive
very helpful aplication,5,0,neutral
aplikasi bagus bug bs neg gambar anti profile banner profil bisa neg warna putih restart website mobile jg ttp bisa neg mohon baik terimakasih,4,4,positive
bisa neg trlalu rumit,5,-5,negative
alam bisa neg ungkap,5,5,positive
bantu cari lowong kerja betulbetul sesuai umum lowong,4,6,positive
maaf tgl reset nama ulang paksa uninstall pasang ganggu server baik,4,1,positive
suka mohon maaf,3,7,positive
top thank you,5,9,positive
bintangsoalnya upadate,4,0,neutral
jajal,5,-4,negative
gimana proses verifikasi ada neg kirim kode verifikasi via sms kali nyoba ada neg kode sms,3,5,positive
jodsssd,5,0,neutral
wowww keren,4,0,neutral
nice project,5,4,positive
hahahahaha bagus gaes,5,2,positive
lua,5,0,neutral
bego gunaa neg profil dasboard dah baru dg usah tpi search browser muncul mas kerja laman browser,1,-5,negative
when dark mode,3,0,neutral
istimewa,5,0,neutral
next,5,-2,negative
tau neg guna,1,-3,negative
thx,5,0,neutral
boros memori,1,-5,negative
mantap,3,5,positive
moga jalan rejeki berkah allah,5,14,positive
iya oke,4,2,positive
semangkin n cemerlang satu msypendidikan,5,7,positive
terima,5,2,positive
fery good info,3,2,positive
terimakasi membanti,3,0,neutral
daftar kecoh pilih gambar normal posisi jg selesai informasi guna,1,7,positive
professional networking tempat,5,-3,negative
mantapsmoga,5,0,neutral
verifikasi gmna si pusing,1,-4,negative
bikin emosi doang,1,4,positive
lumayan bagus susun cv fitur alhamdulillah kerja wartawan keep the good job guys,5,16,positive
so useful,5,0,neutral
sengaja neg rubah premium mahal bangetdan batal susahhh banget,1,-3,negative
moga manfaat,5,6,positive
baik malikat sayap neg,5,-1,negative
bantu,4,3,positive
pusing pala sayaa,1,-4,negative
good for networking,5,5,positive
mantulll,5,0,neutral
verifikasi gimana si ko ribet yapengen masuk bikin ribetttt,1,-7,negative
hubunganantrapembisnis,5,0,neutral
oke trims goodjob brother,5,6,positive
bantu kerja applikasi,5,5,positive
batu good,5,7,positive
bsik,4,0,neutral
apl bagussssterpercaya loker,2,0,neutral
proses sulit lupa password password nonaktif akun payah linkedln,1,2,positive
,1,0,neutral
info fast respon and feedback,5,-1,negative
uyeee,4,0,neutral
bismillah ikhtiar semangat,5,11,positive
good apps,5,5,positive
recomended kerja usaha negeri,5,3,positive
bsgus,4,0,neutral
mudah info loker,5,1,positive
bagus upload lainlain susah spam,1,-4,negative
siiplah,1,0,neutral
mntapzzz,5,0,neutral
cari kerja koneksi kerja bagus mudah efektif,5,14,positive
update gabisa posting mohon baik,1,5,positive
verifikasi lucu gambar kodok dg posisi jawab tekateki benarbenar manusia serasa kuliah filsafatapa manusia manusia,1,16,positive
susah bikin sulit,1,-3,negative
help me be there please,5,-1,negative
great apps with knowledge sharing and networking for us,5,6,positive
tolong selektif rekomendasi kerja iklan joble selektif pilih kerja tanggung pribadi jobseekerpemula percaya asli loker laku neg pengechekan latar usaha tipu tolong jaga percaya lamar,2,9,positive
never stoped on always that is my writing when the knoledgement about it minus little misunderstanding has make anything not interesting,3,-3,negative
depan,4,0,neutral
,2,0,neutral
maaf verikasinya jgn gambar kodok geli liat susah milih gambar,3,-1,negative
bagus,4,2,positive
gudlah,5,0,neutral
bagus unutuk cari kerja,5,1,positive
good info,5,2,positive
bagus,5,2,positive
aplikasi ksuka,5,-4,negative
bangun,3,0,neutral
best,4,0,neutral
buah hasil,5,5,positive
informatif,4,0,neutral
good i like that,5,5,positive
bsgus,5,0,neutral
mantab,5,0,neutral
positif kerja an sesuai neg,5,9,positive
mudah sya cari kerja,4,3,positive
yuhuu,5,0,neutral
mutu neg nebak gambar jelas neg wkwk payah,1,6,positive
,5,0,neutral
best is the best,5,0,neutral
bisa neg masuk yak pake google,1,-3,negative
ksi gntng klo bru nmbh,3,0,neutral
tau neg,1,-4,negative
kayak mantap,5,2,positive
bantu,5,3,positive
good job,5,5,positive
go,2,0,neutral
inspirasi,5,-3,negative
nie bantu cari kerja skrg cari kerja susah,5,-2,negative
rangin bintang puas,1,3,positive
makasih keribetan bikin,1,4,positive
verifikasi gambar kayak gitu penting neg buang ganti gambargambar mudah,1,6,positive
membatntu mu jenjang karir,5,0,neutral
good and smart,5,5,positive
baik,5,3,positive
siip,5,0,neutral
bantu cari info lowongab kerja koneksi global,5,1,positive
dahsyat bagus,5,4,positive
ok,3,4,positive
normal,3,1,positive
ok,5,4,positive
bagus manfaat,4,7,positive
informasi manfaat trimakasih,5,11,positive
leasing land lease margot margonda neg ttg margonda raya putri amelia gandeng ardon sekian,5,0,neutral
tolong info data dishare google google hapus bisa neg payah,5,-6,negative
moga download kerja aamiin,5,5,positive
ok bantu tambah wawas,4,10,positive
kerenn,4,0,neutral
ponijo mumet,5,-4,negative
internal,4,0,neutral
lumayan,3,1,positive
good ketemu teman is ok gaes klau bnyak hadiah hehehehe,5,14,positive
tuhan daftar gimana mbakmas pusing tolong bikin emosi suruh pilih gambar kodok hadap uda puluh kali bisa neg masuk pake no gagak mulu pake suara uda gagal tolong daftar susah pusing emosi tekan kodok tadik gagal mulu ok ok relax sabar sabar sabar sabar sayang tuhan,1,30,positive
cari batas,1,-6,negative
asik keren,5,4,positive
asli bagus,5,4,positive
cocok,5,4,positive
,4,0,neutral
muas,3,5,positive
portal kerja tampil yg neg terbaruu,3,3,positive
komunitas profesi bidang profesionalitas kerja optimal no bayar,5,5,positive
oke banget sukses,5,6,positive
usaha lamar hasil nihil,2,0,neutral
good job thanks,5,8,positive
nonggol neg dpt panggil kilk email,5,-1,negative
,5,0,neutral
mulu,1,2,positive
moga kali nyoba,3,1,positive
cant this,1,0,neutral
bagus cari kerja jalin network,5,1,positive
so good,5,5,positive
tolong,3,3,positive
manfaat sabar tunggu rezeki usaha cari kerja satu usaha rekrut,5,18,positive
yuhu,5,0,neutral
excellent,5,0,neutral
rizal,4,0,neutral
a pioneer expand professional networking and the biggest professional culture,5,0,neutral
obat alat vital pria wanita bandar lampung,1,-11,negative
aplikasi bagus professional saking profesional ysampai bisa neg mudah jelas kerja pas lamar nyata pake b inggris aduh susah paham,1,10,positive
belief the just world,5,0,neutral
ok all,5,4,positive
thn team marketing,5,1,positive
this verry good apps,5,5,positive
mantap,5,5,positive
komenya ko pke leugewage english,3,0,neutral
,3,0,neutral
tolong kunci privasi hubung,5,7,positive
special tax,5,4,positive
bantu cari info kerja,5,-1,negative
tahap coba,3,2,positive
bagus,5,2,positive
media sosial buruh wiraswasta terima,4,6,positive
banyak neg loker,3,3,positive
cba okey pa x,4,-5,negative
suka kadang error,4,1,positive
tolong cari kerja lokasi batam keluar singapura,5,-1,negative
,5,0,neutral
aplikasi gmn susah suruh milih gambar ad neg habis,1,-6,negative
keep it up,5,0,neutral
macet melulu,5,-3,negative
weel play,5,0,neutral
halo arifin rais,5,4,positive
bagus jalin relasi hubung dunia kerja dunia nyata,5,14,positive
manfaat cari kerja,5,4,positive
aktif beraktifitas,5,2,positive
up date new informance,5,0,neutral
okkkk,4,0,neutral
q kasi no,5,-3,negative
good for search job,5,5,positive
aplikasi bagus sanganf bantu info loker,5,-2,negative
hapus,5,-3,negative
cool,5,2,positive
mantab,5,0,neutral
good sharing information for telecomunication,5,8,positive
sipppppp,5,0,neutral
susah masuk verivikasi kya tau pusing ngasin kouta ajh,1,-14,negative
program sesuai masak tinggal nunggu kode verifikasi dah puluh kali daftar kalian neg kirim,1,4,positive
mantaap,5,0,neutral
terima inpo manfaat,4,7,positive
koki,5,0,neutral
gembel,1,-5,negative
bintang dulubelum,3,0,neutral
mantappp,5,0,neutral
mudah hubung profesional,5,5,positive
mudah erti,3,6,positive
good,5,5,positive
bermangaat,5,0,neutral
edward z,1,0,neutral
bantu cari kerja keren,5,2,positive
saldo potong id persetujuanjngn neg instal,1,0,neutral
qc ei inspector compex atex,5,0,neutral
mengatsi masalahh neg,5,0,neutral
sgt mmuaskan mnjlnkan pkrjaan skrg krna mnmukan pkrjaan trmksih linked,5,0,neutral
teman luas informasi kerja thanks linked,4,10,positive
hapus nggak paham maaf hehe,5,0,neutral
excellent application,5,0,neutral
bantu,5,3,positive
bagus branding personal,5,2,positive
woworuntu,5,0,neutral
bagus banget aplikasi,5,-1,negative
tim hrd,5,-4,negative
bantu cari teman,5,0,neutral
experts,5,0,neutral
gabung susah,1,-8,negative
o ook mcinta han putoh kawen han jadeh bajei jih lon bloe dumpue lon watei meu cinta geu tanyoe tatem khianat keu lon hai dinda laen kamita katung keu lakoe pakon uroe jeh keu lon ta cinta sipeu noh jiwa gata keu lon nyoe mu pakon jinoe meu nyoe lon tabalah tuba tabri keu lon nyoe hanco hate lon agei ter timpa bit hana bak gata adoe tatem meu kawen laen dinda pilih bapa tatung keu lakoe rugoe meu janji meu rumoh tangga,4,-5,negative
l,4,0,neutral
bisa neg verifikasi,1,0,neutral
bantu pencaker,5,3,positive
ekselen,5,0,neutral
tingkatkn,3,0,neutral
good aplication for linking of jobs and public relations,5,5,positive
perepisional,5,0,neutral
terimakasih,5,5,positive
sayang suka,5,6,positive
bugs kli,5,0,neutral
uptodate,5,0,neutral
open new path,5,-3,negative
,5,0,neutral
mantap,5,5,positive
asik,5,4,positive
moga human manusia selamat world dunia akhirat aamiin insya allah protector waterman superman spiderman hyperion,5,17,positive
nice i like it,4,4,positive
susah kerja,1,-1,negative
bagus banget bro,4,3,positive
cari wawas,5,-3,negative
frepect and good,5,5,positive
instal cobaa apknya terima,3,2,positive
erti,1,2,positive
manfaat tunjang karier,5,8,positive
bagus info,4,-1,negative
i hope gws,4,2,positive
bisnis ku,5,3,positive
terima,1,2,positive
manfaat,5,5,positive
nice jobs,5,4,positive
great,5,3,positive
manfaat,5,5,positive
novita l es ztari,5,0,neutral
not good,2,5,positive
sangant bantu jobseeker cari informasi sayang terkadang koneksi internet sendat koneksi internet bagus saran baik koneksi sendat baik lg terimakasih,5,29,positive
gimana verifikasi susah banget,1,-2,negative
bangun luas jaring,5,6,positive
,2,0,neutral
more than enough,5,0,neutral
help,4,2,positive
manfaat bagi lowker juang hidup keluarga,5,16,positive
thank you linkedln,5,4,positive
bags,5,0,neutral
terimakasih tim manfaat guna individu usaha jenis,5,8,positive
verivikasi susah ampun malas,1,-6,negative
oke oke oke,5,6,positive
panggil sehat neg atas nama usaha apliasi,1,0,neutral
daftar gabisa ngapain bikin,1,1,positive
hybrid cari kerja online portfolio profil pro,5,-1,negative
q,2,0,neutral
nice,5,4,positive
terimakasih kembang sarana hubung cari beri kerja god bless you,5,10,positive
so need for help,5,2,positive
moga manfaat,4,6,positive
nice apps,4,4,positive
mantap ngebosenin neg,5,5,positive
excellence the world,4,0,neutral
great platform for professional comunity,5,3,positive
very very good aplication,5,5,positive
very good sosmed,5,5,positive
memperifikasi ribet gambar hadap atas klik bener salah ulang kali salah ribet si nyetbkin kesel,1,-20,negative
awesome,5,0,neutral
terima moga berkah sukses,5,10,positive
bantu,5,3,positive
this is very helpfull,5,0,neutral
rendah hati,5,-3,negative
banyak korban wa usaha aneh aneh di neg cek usaha pakai siup donk,1,5,positive
bantu curiga benar usaha moga,3,8,positive
kerja upaya baik apa amanah pada,5,5,positive
aplikasix sngat bagus mebantu dpat informasi kerja,5,6,positive
tau,5,-4,negative
salah safety officer pt tunas jaya perkasa,5,7,positive
goollllll,5,0,neutral
cair,5,-1,negative
ngak verifikasi,1,0,neutral
banget,3,1,positive
manfaat,5,5,positive
platform bantu staf ahli cari kerja informasi keahlianya cari tenaga kerja ahli butuh,5,1,positive
ampas periksa cepat bikin ribet anjengg,1,-9,negative
bantu hantar apa sukses,5,3,positive
guna,5,1,positive
,5,0,neutral
bagus,1,2,positive
good job,5,5,positive
bagus gan,5,2,positive
sampoernah,5,0,neutral
map himpun usaha masyarakat tani indonesia wadah himpun potensi usaha pertanianternak perikananpotensi laut teliti perhati usaha bidang pertanianternakperikanan potensi laut hulu hilir satu tekat sikap gerak maju sejahtera cerdas masyarakat tani laku agribisnis,5,9,positive
good,5,5,positive
standar,5,-2,negative
sulit baru makan ruang simpan,3,-5,negative
b,3,0,neutral
apknya bagus maslahnya banyk bug masuk maslahnya bisa neg nasuk mas jaring uda jgn download mending pindah jobstreed ada neg kedala,1,9,positive
bodoh verifikasi mu jelasgambar neg ngawur bisa neg,1,0,neutral
ribet pake gambar arah arah,1,0,neutral
nonaktif,1,0,neutral
suka banget aplikasi bantu,5,3,positive
promosi loker tolong usaha usaha banyak neg korban panggil buka loker pihak neg usaha kait jasa calo salur uang mengatasnamakan seragam adm dapet kerja kagak tolong perhati selektif banyak neg korban tipu,1,10,positive
rusak fega andriana fega fanfiction handra suka,1,6,positive
,3,0,neutral
kerja,4,2,positive
akses bbrp dg jabat professionalism,5,-1,negative
lamar kerja tombol tinjau hias click no response very bad for the biggest sosmed jobseeker,1,1,positive
good social media for professional peoples,5,5,positive
woo bantu teman dunia tambah wawas penuh dunia dunia sejarafilmmusic lagu didik,5,14,positive
good luck ok,5,13,positive
bantu hubung,4,4,positive
isi keman bisa neg masuk halaman,3,-1,negative
lestari budaya kerja cinta kerja emban,5,11,positive
situs khusus cari kerja cari kerja komunikasi interaksi langsung bagus,5,8,positive
bagus n keren,5,2,positive
bangga kecimpung dunia bisnis media terima dukung moga baik depan,5,17,positive
bantu dunia kerja,5,6,positive
mantap apknya,5,5,positive
bisa neg buka,1,3,positive
ok thanks,5,7,positive
bisa neg upload foto update mohon jelas,4,6,positive
good apl,4,5,positive
,5,0,neutral
,5,0,neutral
linkeidn lah neg saing nambah neg bagus puruk kualitasnyaribet,2,2,positive
linkedln membantusemoga maju sukses,5,3,positive
teknik tambang,5,-4,negative
jaring luasvery much,5,3,positive
masuk tp blum dpt kerja dr an,3,-1,negative
mmbntu info,5,-3,negative
muharamin,5,0,neutral
nyaman pakai,2,4,positive
qa,1,0,neutral
like this,5,0,neutral
smangat,5,0,neutral
nonaktif alas neg sial,1,-5,negative
satucinta,5,0,neutral
sulit guna,1,1,positive
takut hadap berat lakilaki pantang mundur jiwa sejati hrus kuat,3,2,positive
bisa neg ngirim cv,1,0,neutral
verifikasi masuk,1,-3,negative
is really useful for making new contacts and connecting with people i know but my account is banned for long time with no solution thanks,5,3,positive
masalh signal full dpet neg informasi skali,2,2,positive
suka info putar skill alam isi cv urut rapi hubung industri usaha mati,5,13,positive
mantap sukses selaleu,5,8,positive
so slowly,3,0,neutral
bapuk verifikasi bikin susah,1,-3,negative
ak kirim pap km biar km prcaya ak manusia,1,6,positive
juancok buagus,5,0,neutral
